Location,Year,TFR
Uttar Pradesh,1984,5.900000095367432
Uttar Pradesh,1985,5.599999904632568
Uttar Pradesh,1986,5.400000095367432
Uttar Pradesh,1987,5.5
Uttar Pradesh,1988,5.400000095367432
Uttar Pradesh,1989,5.199999809265137
Uttar Pradesh,1990,5.199999809265137
Uttar Pradesh,1991,5.099999904632568
Uttar Pradesh,1992,5.199999809265137
Uttar Pradesh,1993,5.199999809265137
Uttar Pradesh,1994,5.099999904632568
Uttar Pradesh,1995,5
Uttar Pradesh,1996,4.900000095367432
Uttar Pradesh,1997,4.800000190734863
Uttar Pradesh,1998,4.599999904632568
Uttar Pradesh,1999,4.699999809265137
Uttar Pradesh,2000,4.699999809265137
Uttar Pradesh,2001,4.5
Uttar Pradesh,2002,4.400000095367432
Uttar Pradesh,2003,4.400000095367432
Uttar Pradesh,2004,4.400000095367432
Uttar Pradesh,2005,4.199999809265137
Uttar Pradesh,2006,4.199999809265137
Uttar Pradesh,2007,3.9000000953674316
Uttar Pradesh,2008,3.799999952316284
Uttar Pradesh,2009,3.700000047683716
Uttar Pradesh,2010,3.5
Uttar Pradesh,2011,3.4000000953674316
Uttar Pradesh,2012,3.299999952316284
Uttar Pradesh,2013,3.0999999046325684
Uttar Pradesh,2014,3.200000047683716
Uttar Pradesh,2015,3.0999999046325684
Uttar Pradesh,2016,3.0999999046325684
Uttar Pradesh,2017,3
Uttar Pradesh,2018,2.9000000953674316
Uttar Pradesh,2019,2.9000000953674316
Uttar Pradesh,2020,2.700000047683716
Uttar Pradesh,2021,2.700000047683716
Uttar Pradesh,2022,2.5999999046325684
Uttar Pradesh,2023,2.5999999046325684
Uttarakhand,2014,2
Uttarakhand,2015,2
Uttarakhand,2016,1.899999976158142
Uttarakhand,2017,1.899999976158142
Uttarakhand,2018,1.7999999523162842
Uttarakhand,2019,1.899999976158142
Uttarakhand,2020,1.7999999523162842
Uttarakhand,2021,1.7999999523162842
Uttarakhand,2022,1.7999999523162842
Uttarakhand,2023,1.7000000476837158
West Bengal,1981,4.199999809265137
West Bengal,1982,4.099999904632568
West Bengal,1983,4.099999904632568
West Bengal,1984,3.9000000953674316
West Bengal,1985,3.700000047683716
West Bengal,1986,3.5999999046325684
West Bengal,1987,3.799999952316284
West Bengal,1988,3.5
West Bengal,1989,3.299999952316284
West Bengal,1990,3.4000000953674316
West Bengal,1991,3.200000047683716
West Bengal,1992,2.9000000953674316
West Bengal,1993,3
West Bengal,1994,3
West Bengal,1995,2.799999952316284
West Bengal,1996,2.5999999046325684
West Bengal,1997,2.5999999046325684
West Bengal,1998,2.4000000953674316
West Bengal,1999,2.4000000953674316
West Bengal,2000,2.4000000953674316
West Bengal,2001,2.4000000953674316
West Bengal,2002,2.299999952316284
West Bengal,2003,2.299999952316284
West Bengal,2004,2.200000047683716
West Bengal,2005,2.0999999046325684
West Bengal,2006,2
West Bengal,2007,1.899999976158142
West Bengal,2008,1.899999976158142
West Bengal,2009,1.899999976158142
West Bengal,2010,1.7999999523162842
West Bengal,2011,1.7000000476837158
West Bengal,2012,1.7000000476837158
West Bengal,2013,1.600000023841858
West Bengal,2014,1.600000023841858
West Bengal,2015,1.600000023841858
West Bengal,2016,1.600000023841858
West Bengal,2017,1.600000023841858
West Bengal,2018,1.5
West Bengal,2019,1.5
West Bengal,2020,1.399999976158142
West Bengal,2021,1.399999976158142
West Bengal,2022,1.399999976158142
West Bengal,2023,1.2999999523162842
